inquiry_id,user_id,procedure_id,created_at,clinic_id
1752,2131,53,2014-06-24,16
2223,479,1,2014-11-10,3
2490,251,37,2014-08-11,34
2892,857,45,2014-09-09,16
280,1580,24,2014-08-19,2
286,1416,45,2014-07-05,4
424,1007,53,2014-08-01,7
649,1548,24,2014-09-01,41
1116,783,37,2014-11-11,34
1291,52,45,2014-08-24,48
1638,261,37,2014-06-13,1
1661,2672,45,2014-10-12,48
1786,211,37,2014-09-20,16
2181,2984,53,2014-07-07,50
2474,576,45,2014-05-13,8
2616,1852,1,2014-09-07,16
2645,741,24,2014-05-23,3
2791,834,45,2014-11-26,1
596,858,37,2014-09-21,49
686,1203,37,2014-10-09,4
777,305,1,2014-05-23,16
1027,486,24,2014-05-29,4
1240,2763,37,2014-05-28,1
1545,343,24,2014-10-30,16
2124,1750,15,2014-06-23,7
2186,1252,53,2014-11-24,1
2527,1629,53,2014-06-07,16
131,2627,53,2014-09-13,34
259,2539,37,2014-09-20,1
300,1305,53,2014-07-26,16
903,1320,37,2014-10-29,1
1106,2997,37,2014-09-09,1
1329,1100,1,2014-11-27,3
1441,893,45,2014-06-12,17
1759,2697,24,2014-10-13,48
1779,1532,37,2014-10-06,16
1800,1166,1,2014-04-24,48
1931,2413,15,2014-11-16,48
2108,1258,15,2014-07-03,1
2268,2447,24,2014-05-22,34
2289,1154,45,2014-05-27,48
2403,97,1,2014-04-16,3
2621,2956,24,2014-11-08,16
122,2475,37,2014-08-10,34
156,2348,24,2014-08-18,1
188,1080,24,2014-08-18,8
459,2042,1,2014-07-24,16
528,1282,24,2014-09-14,2
1583,736,45,2014-05-08,16
1622,2533,37,2014-05-06,3
1688,1735,53,2014-06-19,1
1959,2126,37,2014-11-09,1
2210,2178,45,2014-08-31,3
2828,1339,37,2014-09-17,34
2977,1822,24,2014-04-04,40
96,2981,1,2014-09-21,1
312,2630,53,2014-09-23,16
436,771,45,2014-07-23,16
518,2185,45,2014-08-12,5
524,369,1,2014-09-15,3
1242,595,37,2014-11-16,34
1469,1887,1,2014-10-17,5
1936,2144,15,2014-11-17,16
1975,2716,37,2014-10-04,48
2018,1275,37,2014-06-10,5
2024,2479,24,2014-05-05,34
2053,18,37,2014-04-26,16
2969,963,1,2014-04-14,48
53,1958,53,2014-09-03,36
79,1777,37,2014-09-12,2
154,2315,45,2014-09-07,16
625,2959,1,2014-07-24,1
706,2177,15,2014-09-09,1
1184,1811,45,2014-07-06,3
1338,2340,53,2014-07-14,8
2107,1905,37,2014-11-07,3
2125,2677,1,2014-04-25,40
2206,646,37,2014-06-02,24
2259,2225,1,2014-11-04,4
2449,1875,1,2014-10-17,5
210,2025,15,2014-09-22,4
390,217,37,2014-07-26,34
809,1425,37,2014-05-06,3
848,2482,24,2014-07-24,16
869,1399,1,2014-11-11,4
1438,1042,37,2014-09-04,12
1627,438,37,2014-06-28,16
1682,880,37,2014-11-16,9
1710,713,37,2014-04-29,34
2348,10,24,2014-08-25,8
2369,2067,1,2014-05-09,3
2938,1056,45,2014-06-07,8
72,2101,24,2014-09-17,2
99,161,24,2014-08-31,34
102,2516,1,2014-07-23,16
176,1921,1,2014-09-07,3
195,1780,53,2014-07-26,3
256,235,37,2014-08-16,4
298,291,15,2014-08-12,3
1419,688,37,2014-08-23,3
1448,1790,24,2014-10-30,3
1550,1122,37,2014-07-25,48
1695,1214,24,2014-06-13,16
1756,911,53,2014-07-10,34
1777,1403,1,2014-05-20,3
1798,1105,37,2014-11-28,19
2919,1379,24,2014-05-21,28
2948,2513,53,2014-10-17,3
180,2738,1,2014-09-05,2
588,2900,37,2014-08-16,1
1239,1715,24,2014-05-24,16
1581,2787,45,2014-09-19,41
1945,1085,24,2014-09-08,16
2468,398,53,2014-04-25,4
2502,1021,1,2014-11-12,9
2739,1646,45,2014-11-03,48
141,549,24,2014-09-25,48
796,2463,1,2014-11-13,5
1425,662,37,2014-06-21,4
1482,2036,37,2014-05-27,34
1568,16,24,2014-05-17,34
1641,571,45,2014-11-11,4
2250,90,37,2014-09-30,9
2296,2201,15,2014-04-07,4
2488,2365,15,2014-05-17,4
2523,1640,37,2014-11-12,1
2864,2477,53,2014-06-26,3
95,748,15,2014-07-01,16
451,689,37,2014-08-07,2
897,43,1,2014-05-30,5
1333,2535,53,2014-07-25,3
1334,2193,53,2014-11-25,3
1416,2501,37,2014-11-26,8
1461,353,45,2014-10-01,7
1595,1504,45,2014-04-12,2
1951,2127,53,2014-10-21,16
2798,207,37,2014-09-22,16
2833,1392,24,2014-10-27,3
2854,386,45,2014-08-18,2
898,2041,1,2014-05-19,4
1104,2923,24,2014-10-22,3
1236,1407,15,2014-06-29,4
1282,2836,24,2014-05-27,1
1405,435,24,2014-10-19,27
1762,1223,53,2014-10-31,34
2604,989,15,2014-05-17,4
2782,1497,15,2014-11-17,48
2905,703,45,2014-08-13,6
76,2935,24,2014-08-18,1
658,652,1,2014-09-23,27
820,1731,37,2014-09-05,8
865,32,24,2014-10-22,4
1191,557,37,2014-10-24,4
1232,1298,15,2014-09-30,8
1264,682,37,2014-04-07,8
2320,480,1,2014-11-15,4
2438,2575,37,2014-06-04,7
2556,229,24,2014-11-01,8
2691,2549,45,2014-10-20,3
2968,523,24,2014-10-23,16
55,2117,37,2014-07-05,34
112,801,53,2014-08-19,48
875,812,1,2014-07-17,48
1252,785,24,2014-08-06,34
1281,710,53,2014-06-07,4
1362,1745,24,2014-08-18,16
1414,2980,37,2014-10-27,1
1555,1860,37,2014-04-10,49
1612,282,24,2014-10-18,16
2072,2231,53,2014-10-14,4
2104,371,53,2014-06-10,3
2752,1055,53,2014-11-28,25
2781,765,15,2014-10-11,4
2862,764,45,2014-09-30,1
2914,2242,45,2014-09-30,3
677,704,45,2014-10-12,3
1168,1380,37,2014-04-12,16
1238,2950,1,2014-09-30,5
1479,793,37,2014-04-13,32
2177,395,37,2014-08-11,16
2668,312,53,2014-08-26,1
2696,1184,53,2014-11-15,19
2762,1841,24,2014-09-24,34
2821,643,53,2014-06-02,3
2979,1253,45,2014-06-25,2
223,1803,45,2014-07-03,4
767,2180,24,2014-05-11,16
1089,2512,15,2014-11-17,16
2194,1592,37,2014-10-17,20
2267,70,1,2014-11-03,5
2589,2938,53,2014-10-29,5
302,2222,45,2014-08-23,3
676,633,53,2014-10-22,8
732,1636,53,2014-05-08,34
1802,2323,15,2014-06-01,16
1923,2786,45,2014-11-08,7
2232,2648,45,2014-09-05,1
2313,2634,15,2014-10-29,40
2702,2089,45,2014-09-12,1
2975,330,37,2014-10-01,16
40,2633,1,2014-09-10,16
773,2232,45,2014-08-25,8
2273,2906,53,2014-08-24,4
2888,1063,45,2014-04-14,16
2990,855,37,2014-10-22,1
319,589,53,2014-09-26,16
925,2915,45,2014-10-09,16
1098,1268,37,2014-06-15,1
1103,2409,1,2014-09-05,1
1247,2355,24,2014-11-06,48
1905,292,37,2014-07-27,4
2318,905,1,2014-06-07,8
2450,304,45,2014-11-17,8
2477,2740,24,2014-04-18,39
1233,2415,45,2014-10-06,7
1358,2218,45,2014-07-14,3
1433,2678,24,2014-10-23,44
1726,458,15,2014-08-01,4
2733,259,53,2014-06-30,48
2858,1086,1,2014-06-10,4
2933,2735,15,2014-04-20,48
157,1681,1,2014-08-17,2
215,2731,24,2014-08-26,3
919,2581,45,2014-04-28,19
1440,798,53,2014-05-26,34
1657,2329,53,2014-06-24,48
1715,2502,37,2014-06-20,34
2419,1266,37,2014-07-11,1
2940,604,1,2014-10-17,3
16,42,24,2014-09-21,3
116,2808,53,2014-08-19,16
1220,2841,1,2014-08-08,48
1552,1212,37,2014-09-20,1
2084,2223,24,2014-08-01,34
2266,2410,53,2014-11-17,6
2363,2928,45,2014-04-28,3
2404,1938,1,2014-06-10,7
2720,184,37,2014-08-14,48
2902,2249,37,2014-11-20,34
661,2796,53,2014-09-02,32
747,1256,37,2014-08-21,3
1210,1391,37,2014-08-06,19
1452,2608,1,2014-08-27,1
2247,1843,37,2014-10-04,7
2256,2347,1,2014-09-24,4
2799,2568,45,2014-11-26,16
2928,1377,37,2014-06-13,3
1170,6,37,2014-04-14,16
1188,1655,37,2014-09-05,5
1470,1759,53,2014-08-22,8
2310,1771,37,2014-10-30,1
2622,347,53,2014-05-14,7
2665,535,53,2014-11-15,1
2970,2159,53,2014-08-25,3
152,656,37,2014-09-17,34
648,1206,1,2014-07-19,4
862,1406,53,2014-09-09,16
1063,1608,53,2014-07-23,3
1652,2847,24,2014-05-02,4
2563,1737,45,2014-07-05,16
2699,965,24,2014-07-17,16
2709,1251,53,2014-09-16,48
274,1826,1,2014-09-06,1
522,1096,45,2014-08-08,1
525,1760,1,2014-09-04,41
1045,1344,53,2014-08-29,2
1331,1483,53,2014-09-30,3
1774,1514,53,2014-06-02,48
2022,2385,37,2014-04-19,16
2545,439,45,2014-07-18,16
270,278,1,2014-07-23,5
417,2916,53,2014-11-27,43
733,372,37,2014-11-27,29
1349,1827,1,2014-04-04,4
1444,2153,24,2014-09-11,26
1758,1127,53,2014-11-23,4
1770,2826,1,2014-09-18,16
1917,253,37,2014-05-18,4
2032,272,1,2014-10-29,3
2944,1336,15,2014-10-17,9
2988,520,15,2014-06-11,7
1189,96,24,2014-10-04,5
1366,132,1,2014-09-28,5
1426,99,37,2014-06-27,1
1978,128,37,2014-06-20,4
2689,2065,53,2014-05-08,7
2949,1209,53,2014-10-22,18
2974,2628,45,2014-09-05,3
114,72,37,2014-08-03,16
1551,2640,37,2014-10-25,4
2180,1291,37,2014-06-09,13
241,201,53,2014-09-07,4
730,1321,15,2014-08-10,48
1111,170,24,2014-10-18,16
1129,125,15,2014-07-08,3
2230,2307,1,2014-07-24,19
2611,2250,53,2014-06-06,16
2629,2332,1,2014-11-14,8
2652,1796,24,2014-10-16,3
2807,2216,45,2014-04-16,7
409,983,53,2014-09-02,2
665,1326,37,2014-09-30,10
672,1421,53,2014-10-24,4
1151,2521,37,2014-07-04,6
1245,140,53,2014-11-24,16
2165,1992,15,2014-04-15,4
2172,1963,53,2014-05-24,1
2236,1489,24,2014-11-16,3
2330,2750,37,2014-10-12,48
2651,1248,15,2014-05-12,3
2936,1520,37,2014-10-15,34
845,730,53,2014-11-07,40
1029,1137,1,2014-06-03,16
1293,1429,53,2014-09-09,8
1404,449,53,2014-04-16,7
2086,22,37,2014-11-10,16
2099,640,1,2014-10-18,27
2299,2138,45,2014-10-09,9
2345,1936,53,2014-10-27,19
2370,150,45,2014-11-05,3
2504,2908,53,2014-06-24,16
2529,2306,15,2014-11-08,8
2904,755,24,2014-10-13,16
722,1907,37,2014-10-19,48
797,2577,15,2014-11-28,18
1494,575,53,2014-11-16,9
1831,1058,53,2014-10-14,16
1972,106,53,2014-11-16,8
2297,1385,24,2014-06-09,36
2509,992,24,2014-08-29,1
3000,1764,24,2014-04-14,34
787,1228,24,2014-11-07,19
1465,279,24,2014-11-16,4
2075,2165,1,2014-04-23,3
2407,2209,15,2014-09-29,2
2413,137,1,2014-09-04,4
2878,581,45,2014-09-11,34
2965,2060,1,2014-07-26,42
30,2453,1,2014-09-04,4
571,2730,15,2014-08-18,1
1095,1628,53,2014-06-23,3
1530,762,53,2014-10-27,16
2071,2642,24,2014-07-20,3
2143,112,53,2014-08-05,48
2262,236,45,2014-09-30,4
230,2828,45,2014-08-26,7
654,617,1,2014-09-07,14
828,1545,24,2014-07-02,48
1730,1227,53,2014-10-30,16
2506,882,53,2014-06-25,19
2575,483,1,2014-11-16,4
2942,2782,53,2014-06-23,3
433,667,53,2014-08-31,1
460,66,24,2014-08-01,3
639,1473,45,2014-08-01,48
1055,1334,24,2014-10-21,48
1450,544,1,2014-10-19,3
1933,1466,1,2014-11-16,8
2139,2151,53,2014-04-26,1
2213,1431,53,2014-10-14,44
2360,2988,1,2014-11-19,8
2479,2214,53,2014-09-02,13
2492,502,1,2014-07-29,34
2555,2330,15,2014-10-12,8
2557,1470,45,2014-06-06,34
2744,1751,45,2014-09-16,1
172,578,37,2014-10-09,4
981,476,53,2014-10-18,16
1268,2878,37,2014-10-19,4
1278,144,37,2014-05-23,16
1352,510,24,2014-05-01,16
2481,1052,1,2014-10-17,16
2768,2316,53,2014-10-18,16
2778,320,45,2014-11-15,1
2852,956,1,2014-05-30,38
121,2834,1,2014-09-18,48
224,441,24,2014-09-15,3
422,409,53,2014-08-16,4
673,2068,1,2014-10-04,8
749,2623,37,2014-05-24,16
889,528,37,2014-10-30,8
1231,434,1,2014-09-02,4
1243,1180,1,2014-08-15,1
1458,2552,24,2014-09-25,10
1621,2263,24,2014-06-30,1
2173,203,1,2014-11-07,3
2249,1949,37,2014-08-08,6
2389,2671,1,2014-09-30,46
2725,1084,15,2014-09-26,1
2731,208,24,2014-09-16,16
2775,2595,45,2014-11-19,1
2958,2925,1,2014-10-09,1
146,2241,1,2014-08-23,3
164,2473,37,2014-07-25,16
785,1829,53,2014-05-20,48
880,2123,37,2014-10-29,4
883,1845,37,2014-10-25,16
1069,2423,1,2014-09-04,44
1078,2276,15,2014-10-17,3
1434,1451,15,2014-09-19,8
1646,488,24,2014-11-17,7
2483,2407,45,2014-10-31,48
103,452,24,2014-08-12,16
200,2779,53,2014-09-14,5
437,1076,37,2014-08-12,1
657,2248,45,2014-08-17,16
1052,1744,53,2014-11-21,19
1603,1430,24,2014-09-04,7
1700,1673,53,2014-05-22,3
2552,2422,1,2014-06-12,48
263,354,53,2014-07-01,3
542,2402,37,2014-09-07,4
1763,1761,53,2014-09-03,48
1941,1178,53,2014-11-21,1
2010,40,37,2014-10-12,1
2191,555,37,2014-08-06,3
2376,504,37,2014-06-20,2
621,2584,24,2014-09-18,41
628,2066,53,2014-08-26,34
1667,1942,37,2014-05-24,8
1948,399,53,2014-09-05,48
2121,1383,53,2014-06-07,5
2308,1783,1,2014-11-26,5
2788,1173,1,2014-11-17,34
124,2790,24,2014-07-01,16
452,1492,37,2014-07-05,34
739,2525,37,2014-09-22,16
911,457,37,2014-07-28,16
1952,2111,45,2014-10-24,16
1983,616,53,2014-09-11,3
2087,1939,24,2014-11-12,4
2392,1101,24,2014-10-09,16
2507,1192,1,2014-09-27,13
2816,2299,53,2014-10-09,3
33,1922,1,2014-09-14,9
170,428,45,2014-08-01,3
292,1382,37,2014-07-01,31
684,2594,37,2014-10-17,4
856,2370,1,2014-07-02,16
1263,512,15,2014-06-21,5
1912,2149,37,2014-11-28,34
2356,2655,37,2014-10-18,1
2648,2932,1,2014-07-19,48
2763,1703,1,2014-11-16,3
111,980,37,2014-07-09,34
688,1453,37,2014-10-29,27
1577,1133,53,2014-05-16,40
1611,379,53,2014-11-16,20
2188,71,24,2014-09-11,8
2647,2974,24,2014-09-02,16
540,334,37,2014-07-24,4
1030,1567,1,2014-11-16,1
1561,2088,37,2014-10-18,40
2040,2966,1,2014-08-18,16
2536,1233,1,2014-07-15,48
2785,2122,53,2014-11-04,46
2898,2924,1,2014-04-28,19
895,2393,53,2014-05-02,8
1068,1691,24,2014-04-24,48
1420,1081,37,2014-10-23,20
1430,2098,24,2014-10-22,7
2044,906,24,2014-04-20,48
2395,506,24,2014-11-20,1
2590,2654,15,2014-09-09,34
2930,2755,1,2014-11-08,16
698,1188,37,2014-10-18,29
707,2960,45,2014-10-12,17
920,1450,53,2014-06-13,16
1259,2560,24,2014-05-31,1
1390,491,37,2014-04-30,3
2198,30,37,2014-11-01,2
2401,1694,53,2014-08-29,9
2414,780,37,2014-11-06,4
2420,897,53,2014-10-18,7
2890,1330,15,2014-09-08,16
444,195,37,2014-09-04,34
548,2175,37,2014-09-03,8
1783,281,37,2014-11-03,7
2048,1065,15,2014-11-03,48
2178,365,53,2014-07-14,7
535,2864,37,2014-09-10,3
653,924,15,2014-07-18,7
778,951,45,2014-10-29,7
1311,2112,37,2014-09-16,3
1443,497,1,2014-06-28,4
1755,50,37,2014-10-31,48
2035,1476,1,2014-10-30,5
2153,127,53,2014-11-12,8
2278,550,37,2014-04-03,4
2649,293,1,2014-11-08,34
2780,220,1,2014-11-25,2
2811,2345,45,2014-07-31,8
2943,2564,1,2014-10-22,4
1,2835,15,2014-07-06,9
2,1467,37,2014-10-26,7
4,1752,1,2014-07-15,4
7,2023,1,2014-09-16,8
9,1172,1,2014-09-07,7
10,37,37,2014-08-01,5
12,1205,1,2014-07-28,20
13,2882,37,2014-09-05,3
14,2428,15,2014-08-07,1
15,742,37,2014-07-01,31
17,404,1,2014-09-18,8
18,823,37,2014-09-10,3
19,1474,15,2014-08-31,7
20,1914,53,2014-09-23,5
22,1112,37,2014-07-23,28
24,2965,1,2014-07-11,28
28,641,15,2014-07-26,28
29,1989,37,2014-09-15,7
31,1652,15,2014-07-09,20
32,2660,53,2014-08-19,28
34,1610,15,2014-08-03,20
35,1008,15,2014-09-17,4
36,1919,15,2014-08-19,2
39,610,37,2014-07-10,4
41,2211,1,2014-09-18,5
42,2979,1,2014-08-10,7
44,530,37,2014-07-01,7
45,1847,37,2014-07-24,7
48,1814,1,2014-08-26,1
49,2386,15,2014-07-17,1
50,2343,15,2014-08-12,34
51,1132,1,2014-09-13,13
52,84,37,2014-07-26,34
56,1972,1,2014-07-03,1
58,2713,37,2014-08-08,1
60,46,15,2014-08-13,16
61,232,53,2014-09-25,35
62,2114,1,2014-07-26,1
64,1605,15,2014-09-23,27
66,101,37,2014-08-23,16
67,2582,1,2014-07-03,16
68,1300,1,2014-07-19,1
69,1906,37,2014-09-01,2
71,2426,24,2014-09-26,48
73,1160,37,2014-07-18,16
75,448,15,2014-09-30,4
77,1641,15,2014-08-17,48
78,2603,37,2014-09-23,20
81,2752,15,2014-09-02,7
83,433,37,2014-08-23,16
84,1533,37,2014-07-25,1
85,2264,1,2014-09-30,7
86,538,15,2014-08-12,16
90,2105,1,2014-08-01,48
91,867,53,2014-09-20,34
93,1139,37,2014-09-05,41
97,1116,37,2014-09-18,16
100,2311,15,2014-09-23,16
101,28,37,2014-08-18,34
104,1438,15,2014-07-11,1
106,1730,15,2014-09-06,19
109,1327,37,2014-09-15,41
110,2246,37,2014-09-04,48
113,2651,53,2014-09-14,16
115,1701,15,2014-09-17,16
119,2021,37,2014-07-10,16
123,2987,37,2014-09-22,1
125,2202,1,2014-07-24,48
126,1596,37,2014-08-01,34
127,1883,1,2014-09-07,34
128,262,53,2014-08-26,16
129,2646,1,2014-07-17,16
130,8,37,2014-08-12,16
132,1825,37,2014-07-26,16
133,584,15,2014-09-03,16
134,2830,1,2014-08-23,48
135,630,24,2014-07-05,48
136,807,37,2014-07-03,34
138,2085,15,2014-08-08,16
143,81,15,2014-08-26,3
144,1864,45,2014-09-23,16
147,138,24,2014-07-03,16
148,2911,1,2014-07-19,16
151,1016,53,2014-09-26,34
155,559,37,2014-09-30,16
160,1828,53,2014-09-26,16
161,7,37,2014-09-02,48
163,56,15,2014-08-23,1
167,230,15,2014-10-01,9
169,2028,15,2014-07-24,3
171,2310,1,2014-11-15,27
174,2919,37,2014-09-16,3
179,1988,37,2014-07-28,3
182,408,53,2014-07-01,3
186,2441,45,2014-08-31,6
189,1329,45,2014-07-23,1
190,2142,45,2014-08-12,5
191,1200,37,2014-07-11,2
197,2532,53,2014-09-04,8
198,1810,37,2014-07-09,8
199,2269,1,2014-08-19,3
202,2191,37,2014-09-17,4
204,2789,37,2014-08-07,8
205,540,1,2014-07-05,4
207,1362,37,2014-09-10,3
209,1983,37,2014-08-10,7
212,1648,15,2014-07-24,8
213,2705,15,2014-08-01,8
214,2761,37,2014-09-07,8
217,2304,1,2014-08-12,42
218,2301,37,2014-09-13,7
225,1342,15,2014-08-08,42
226,447,15,2014-08-01,5
227,930,45,2014-08-13,1
228,1043,1,2014-09-25,3
229,1726,15,2014-07-26,4
231,1353,53,2014-09-23,8
232,2873,1,2014-09-29,3
233,1575,45,2014-08-23,4
234,2588,37,2014-07-03,8
235,2351,1,2014-07-19,7
240,1094,1,2014-07-18,8
243,2879,15,2014-08-18,4
245,2822,45,2014-09-23,4
247,2277,37,2014-09-26,20
248,1046,37,2014-09-02,2
250,1328,37,2014-08-23,8
251,370,37,2014-07-25,3
252,1851,37,2014-09-30,4
253,1434,37,2014-05-04,16
254,249,37,2014-06-18,34
255,2156,37,2014-09-16,7
258,2436,37,2014-08-01,4
260,1672,37,2014-07-28,8
261,1494,37,2014-09-05,34
262,1934,37,2014-08-07,6
264,2411,37,2014-09-21,34
265,2038,45,2014-09-18,41
271,1687,1,2014-08-12,4
272,1623,37,2014-07-11,1
275,816,53,2014-08-08,3
277,2889,37,2014-09-15,16
279,130,53,2014-07-09,9
282,413,37,2014-08-03,4
283,935,15,2014-09-17,48
284,2499,45,2014-08-19,7
285,2026,1,2014-08-07,7
289,1861,15,2014-09-18,16
295,378,45,2014-09-07,48
296,416,15,2014-08-26,1
297,1225,1,2014-07-17,36
301,2520,37,2014-09-03,34
304,2495,37,2014-07-03,10
306,286,1,2014-08-08,3
309,2913,24,2014-09-25,16
310,432,15,2014-07-26,34
313,2057,15,2014-09-29,48
314,553,37,2014-08-23,3
315,185,37,2014-07-03,22
316,631,1,2014-07-19,48
317,848,53,2014-09-01,16
318,1815,1,2014-08-10,8
320,2093,1,2014-09-17,48
321,1531,37,2014-07-18,32
322,1028,37,2014-09-07,34
323,1904,15,2014-09-30,34
324,2328,15,2014-08-18,4
325,2927,45,2014-08-17,4
326,2032,15,2014-09-23,16
327,1539,24,2014-09-12,16
328,1478,37,2014-09-26,48
329,1560,1,2014-09-02,16
330,681,45,2014-07-30,27
331,1318,45,2014-08-23,6
332,1631,1,2014-07-25,27
333,1316,37,2014-09-30,16
334,2593,37,2014-06-26,34
335,49,37,2014-09-16,48
336,2484,24,2014-08-16,8
337,809,15,2014-09-07,3
338,2239,45,2014-08-01,5
339,2498,37,2014-09-20,3
341,2722,15,2014-09-05,3
342,336,1,2014-08-07,4
343,1924,1,2014-07-01,11
344,1749,1,2014-09-21,1
345,400,1,2014-09-18,2
347,2462,45,2014-08-31,3
348,152,1,2014-09-23,3
349,410,15,2014-08-18,4
350,2710,15,2014-07-23,34
351,2573,53,2014-08-12,4
352,1859,15,2014-07-11,27
353,979,15,2014-07-31,17
354,2319,37,2014-09-06,8
355,2356,37,2014-08-08,8
356,2003,15,2014-07-26,49
357,2258,45,2014-09-15,4
358,1191,15,2014-09-04,4
359,2109,1,2014-07-09,35
360,1113,1,2014-08-19,7
361,366,1,2014-09-14,6
362,2087,37,2014-08-03,8
364,2063,53,2014-08-19,3
365,2598,37,2014-08-07,42
366,461,37,2014-07-05,14
367,1299,37,2014-07-10,30
368,696,37,2014-09-10,5
369,477,37,2014-09-18,4
370,2910,37,2014-08-10,8
371,1606,37,2014-09-22,3
372,1245,37,2014-07-01,20
373,1981,37,2014-07-24,2
374,1436,37,2014-08-01,3
375,2720,37,2014-09-07,4
376,335,37,2014-08-26,5
377,2668,37,2014-07-17,4
378,2977,37,2014-08-12,1
379,2989,37,2014-09-13,4
380,1464,37,2014-07-26,7
381,2529,37,2014-09-03,8
382,57,37,2014-08-23,7
384,2080,37,2014-07-03,1
386,1593,37,2014-08-08,4
387,2866,37,2014-08-01,9
391,2547,37,2014-08-26,1
392,141,37,2014-09-23,3
394,1787,37,2014-08-23,32
396,1696,37,2014-07-19,1
398,331,37,2014-08-10,49
399,2243,37,2014-09-26,3
400,367,37,2014-09-17,5
401,1714,37,2014-07-18,1
402,1350,37,2014-09-07,1
403,1600,37,2014-09-30,7
404,1665,37,2014-08-18,22
405,2129,37,2014-08-17,25
406,2188,37,2014-09-23,4
407,1005,37,2014-09-12,9
408,2635,24,2014-09-26,4
410,602,53,2014-07-30,16
411,997,24,2014-08-23,2
412,806,37,2014-07-25,1
413,627,1,2014-09-30,44
414,2542,45,2014-07-14,16
415,2437,1,2014-08-05,2
416,731,45,2014-07-13,19
418,1833,1,2014-06-17,1
419,295,15,2014-11-16,24
420,1360,45,2014-05-21,16
421,896,37,2014-09-16,37
423,2457,15,2014-09-07,48
425,1413,1,2014-09-20,35
426,1968,53,2014-07-28,1
427,1650,1,2014-09-05,20
428,1303,45,2014-08-07,7
429,2169,24,2014-07-01,48
430,1066,45,2014-09-21,2
431,1892,1,2014-09-18,4
432,862,1,2014-09-10,7
435,2000,24,2014-08-18,6
438,803,1,2014-07-11,16
441,375,37,2014-08-08,42
443,255,37,2014-09-15,34
445,2237,37,2014-07-09,1
447,2358,37,2014-09-14,1
448,2008,37,2014-08-03,3
450,2390,37,2014-08-19,1
453,2662,37,2014-07-10,34
455,1839,37,2014-09-18,1
456,746,37,2014-08-10,1
457,994,37,2014-09-22,16
461,1213,45,2014-09-07,19
463,2140,37,2014-07-17,48
464,1441,24,2014-08-12,4
465,976,15,2014-09-13,41
466,1868,37,2014-07-26,16
467,1846,45,2014-09-03,48
468,2247,15,2014-08-23,4
469,1664,45,2014-07-05,16
470,2647,1,2014-07-03,48
471,490,37,2014-09-15,16
472,684,1,2014-08-08,6
473,2565,53,2014-08-01,8
474,1625,37,2014-08-13,5
475,1457,37,2014-09-25,16
476,1997,37,2014-07-26,34
477,2053,37,2014-08-26,4
478,202,37,2014-09-23,1
479,1025,37,2014-09-29,48
480,1389,37,2014-08-23,3
481,2439,37,2014-07-03,34
482,143,37,2014-07-19,16
483,2888,37,2014-09-01,1
484,1307,37,2014-08-10,4
485,190,37,2014-09-26,34
486,1695,37,2014-09-17,34
487,2694,37,2014-07-18,16
488,1285,37,2014-09-07,16
489,2494,37,2014-09-30,16
490,560,37,2014-08-18,4
491,668,1,2014-08-17,8
492,2083,1,2014-09-23,48
493,1461,1,2014-09-12,16
494,2885,15,2014-09-26,16
495,315,15,2014-09-02,48
496,2342,15,2014-07-30,48
497,1433,1,2014-08-23,7
498,794,15,2014-07-25,16
499,775,37,2014-09-30,34
501,2555,37,2014-10-28,6
502,2235,1,2014-09-16,34
503,2485,45,2014-08-16,8
505,1591,1,2014-08-01,42
506,2468,45,2014-09-20,16
507,2571,37,2014-07-28,16
508,1198,1,2014-09-05,48
509,2680,15,2014-08-07,42
510,1159,1,2014-07-01,48
512,628,1,2014-09-18,16
513,648,45,2014-09-10,48
514,795,1,2014-08-31,8
516,1357,15,2014-08-18,3
517,385,15,2014-07-23,3
521,142,15,2014-09-06,3
523,1586,37,2014-07-26,1
526,1929,37,2014-07-09,2
530,808,37,2014-09-17,1
531,2509,37,2014-08-19,9
532,26,37,2014-08-07,4
533,706,37,2014-07-05,1
534,2217,37,2014-07-10,3
536,1653,37,2014-09-18,8
538,1639,37,2014-09-22,4
539,2855,37,2014-07-01,8
541,1049,37,2014-08-01,28
543,2049,37,2014-08-26,12
544,222,37,2014-07-17,4
545,1210,37,2014-08-12,12
546,1808,37,2014-09-13,6
550,2544,37,2014-07-05,8
551,873,1,2014-07-03,5
553,233,37,2014-08-08,24
554,977,15,2014-08-01,20
555,2150,15,2014-08-13,2
557,2183,37,2014-07-26,4
558,2206,37,2014-08-26,4
559,1501,37,2014-09-23,3
564,1141,15,2014-09-01,4
565,879,37,2014-08-10,7
566,1120,1,2014-09-26,8
569,2469,1,2014-09-07,8
570,2434,45,2014-09-30,3
572,2099,24,2014-08-17,34
573,1038,1,2014-09-23,3
574,590,45,2014-09-12,8
575,1048,37,2014-09-26,3
576,995,37,2014-09-02,5
577,2639,37,2014-07-30,8
580,1890,37,2014-09-30,1
581,1408,37,2014-07-29,8
582,1776,37,2014-11-15,38
583,1930,37,2014-09-16,7
584,562,37,2014-10-12,8
585,496,37,2014-11-09,10
586,5,37,2014-11-26,38
587,1181,37,2014-09-16,4
589,863,37,2014-09-07,9
591,250,37,2014-09-20,4
595,58,37,2014-07-01,3
597,163,37,2014-09-18,25
599,618,37,2014-08-31,1
601,2617,37,2014-08-18,16
604,328,37,2014-07-11,3
605,339,37,2014-07-31,5
